"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1",-0.012098611104926,-0.00685661187622453,-0.0218215617378879,0.0204194176742797,-0.0084549925476591,-0.024866108029801,-0.0123290261090115,0.0332694446183126,0.0207717158913743,0.0253113218317341,0.00487068183514227,-0.0147271563632989,0.0403373355437586,0.0173756598164309,-0.0317031052127943,0.0194134724471333,-0.00777444222408359,0.0188532944508585,0.0347294882787151,0.0289843002527306,0.0190749773293077,0.0403115334285465,-0.023267225991232,-0.0231224461711648,0.0139230876591913,0.0028555359505351,-0.0211056624386947,0.0416123484001067,-0.00591335928516768,-0.0349548077864271,-0.0393581161808774,0.0199293037797686,-0.00966413869254258,-0.0359727486753651,-0.0154434957932019,0.001400024420193,-0.0318182651523866,0.00890181071160577,0.00865621047772508,-0.0291069999229122,-0.0497828826227913,-0.0177214441167845,0.0299020304800449,0.0133071285209354,0.0376434245025825,-0.00126068762493778,0.0239425060986875,-0.00599870147674475,-2.49667459273418e-05,-0.0364697966594265,0.0252530567393405,0.0228522522970484,-0.0435751842748538,-0.00977181300667761,-0.00437159111252889,0.0416888523357348,0.0297767652817888,-0.0205022760410431,0.00709744922317874,0.0222399795596125,0.00211214646899778,-0.0135408216140161,0.011877747525823,0.007061537517774,-0.0348154938727522,0.0132039180023781,0.0207905533224758,-0.0469997142800576,-0.016727142342063,-0.0452700475562699,0.0182777492765305,0.0215482710510873,-0.0197614367302053,0.0269794244897871,-0.00119691428201129,-0.00454451520300843,-0.00546577304532548,0.00597628682471575,0.00220659074264548,-0.0401649791518896,0.033439240426715,0.0505818624430244,-0.00725214844446848,0.0171137857445433,-0.0013011420782537,0.000220978623739594,-0.0357390788172126,0.000878589097874655,0.036591574550454,-0.00946422374119809,0.0226498669839065,-0.00313549195263807,0.00909344129554436,-0.00101136918196511,-0.000502600038909515,0.00694622731112266,-0.012767864515358,0.018873431882961,-0.00948095694400212,0.0325097798724065
"2",-0.0270312042723531,0.000604816423854516,-0.0397200532359252,-0.00668716357205855,0.00499549417288167,-0.0347298140981809,-0.00146794999966665,-0.0338485486193957,-0.0122824560832589,0.0237675373373118,-0.0193207306782408,-0.00214198631948473,-0.0518117720412059,-0.00323169356383746,0.00704900074066672,-0.000347790321217673,0.0141946803210408,0.0212732752614091,-0.00812546620056278,-0.0529129192547169,-0.00549476343302412,0.0202603650677507,-0.0002299761570678,-0.0180634304560936,0.010976631332359,-0.011671526547928,-0.0207002234746931,-0.0192492095834475,0.0488351894182145,0.00190678352193602,-0.0441624992591982,-9.42703233240036e-05,-0.0142684853196698,-0.0186475899523552,-0.0058833745113791,-0.012859168955744,-0.0338337596811087,0.0145644926382825,0.0233004445600776,0.0302890780943786,-0.00501752527705336,-0.0530813663886118,-0.00411894368021027,0.000720386635268296,0.00352496504757802,-0.0143752278686723,-0.0104146546505047,0.0133380113456266,0.00627596883830192,-0.0433465581209376,-0.0319173870582908,0.0179125791903727,0.0148799735283845,-0.0519000578961975,-0.0111537317333283,-0.00948498465110403,-0.0181767238581393,-0.00343133631785555,0.00974537848850072,-0.032902720823306,0.00638461290540277,0.0144182498824647,0.020737894443417,0.0323536647090251,-0.0237561887177144,-0.0298324814840319,-0.0114202643845142,0.00150134001106117,0.0543507903582569,-0.00485003920943983,-0.0380807302090355,-0.00216361611509132,0.00333582510171047,-0.0193500676132025,-0.0197834445173315,0.00838789896893403,-0.00577246870636098,-0.010864385217366,-0.00492613814515169,-0.0392871190742488,-0.0365698111788551,-0.0529346815335098,0.0141714720968769,0.02541758530151,-0.00211919597704108,-0.0102966500790906,-0.0263261964257087,-0.0319279294623714,-0.00158412521843002,0.00458108806890694,-0.00641553272954348,-0.0135690029186059,0.0136905674308339,0.0305794913060486,0.00771522583822663,-0.0196017243136721,0.0174731869720869,-0.0190191630544125,-0.0448871381626177,0.0240409747551294
"3",-0.0292667620567073,0.0292326303558454,-0.00612686014923934,-0.0212032614724233,0.0116120649306191,0.0279324397568473,-0.0415740109097077,-0.00697179068464716,-0.0138535612038712,0.00657087465912081,0.016501931867305,-0.0237906604788063,0.0392437895986407,-0.0219221479475241,0.00552863368450635,0.0431098755042335,-0.00292517447792921,0.015859649255461,-0.0275292374342631,0.0138746561112093,-0.0208502760873962,-0.0237639834003785,0.0159903624977396,-0.024140865695042,-0.0393126140288312,-0.00427068424416331,0.00269241626663698,-0.0367257495395991,0.0200249692547208,-0.0301617851191915,0.0122185768938564,0.000132502477254193,0.0283651504703885,-0.0239289562862422,0.0283575914360181,-0.00303374961722364,-0.0177996399723499,0.0028653475849317,0.031333233674972,-0.0020106126446103,-0.0368069182989458,-0.0273621098639763,-0.0283547106957728,-0.0156806980452163,0.0240742074940268,0.0397226705569686,0.00575339842581366,-0.0138804945127353,0.031471019024765,0.00628727247519509,0.0261241684221281,0.00248856927169597,0.0344943047228909,-0.01644557813605,0.0207221224105823,-0.0126954221232302,-0.0242079186181389,-0.0192096290127889,-0.0455195310061559,0.00280187000518395,0.0232561362211552,0.0301325543548965,-0.0223022875723412,-0.0107951177827223,0.0138261374990291,-0.00467797555481911,-2.57465761259931e-05,0.0387298949873634,-0.0277080227743026,-0.0372012488000938,-0.0193621079822829,0.0178426374030121,0.0218977559451439,-0.00363154708144124,-0.00087120167045485,-0.0332298022604477,0.020685676903024,-0.00317124378910803,0.0452691101996025,-0.00628822575645378,0.0445328709978411,0.0322200863426007,-0.0120348500787773,0.0110785952605631,0.0261230390641054,0.0367082247437178,-0.00633496761068621,0.0106542540903965,-0.0268949243465365,-0.00910604923650581,0.0158416670526744,-0.0191115779395941,0.0031582250753308,0.035875149682054,-0.00847183193941615,-0.0278464068837109,0.00378346381288604,0.0363957893717979,-0.00569067472174161,0.0045646872769876
"4",-0.0196983560649732,0.0281938888087747,-0.022729353851347,0.0266298931446673,0.0363578598343327,0.00716595628632899,0.0271423345799459,0.0257454745956192,0.00616651904469772,-0.0438993690274649,0.00579700528882913,0.0297315836184629,0.00112845612078307,-0.00331083066106729,-0.00367592279958935,-0.0176327619699675,-0.0396714193554966,-0.0283964875351765,-0.0174976048029527,-0.0189407771271482,0.000792949331717224,-0.0035998260886576,-0.018933959885267,0.0277369871660308,-0.0289434883223118,0.043157120711543,-0.0214498366371209,0.00438421264299304,0.0245137247315528,0.00361857388961318,-0.00679487286679675,0.0339256175528907,0.0300720566750731,-0.00721452880022178,0.0322492208224649,0.00871778717457752,-0.0532802658059894,0.0244360819836641,-0.00845872975723518,-0.0101164261926633,0.0121173841812668,-0.021881703819143,0.017436210918707,-0.0120689704360437,0.0335192169953268,-0.0243127083943983,-0.00685362473161024,0.00681325446353086,0.0566276412151798,-0.0261777967903169,0.000259487943055895,-0.0187363094301844,0.00453882123165439,0.00252865934046507,0.00750282455432427,0.00249765239737841,0.0429230983548542,-0.0106684471447979,0.0017493912861422,0.00375541002069402,-0.00485331297257917,0.00576801809721311,-0.0386656404564755,0.0313117009570471,0.044150407656852,0.0103998099168485,-0.0253971522992432,-0.0107614124881766,-0.010089778361992,0.0333797658971817,0.0248087902619477,-0.00152418894897677,-0.0165279118471078,0.00713222170326813,0.00511480826503372,0.0271326536502587,0.0118873689175252,-0.0384931514105413,-0.00546709905472094,0.0692606083653462,-0.0123847151829773,-0.00287378160068756,0.0256419341867767,0.0041795177020351,0.0160517664000909,-0.0354592765934589,0.0101462671012224,0.00206421293825876,-0.00316445737875318,-0.00483580142948649,0.00202461373971433,-0.0307971442752953,-0.0213810051343098,-0.0184077759173715,0.0376029189091578,0.0146669207653732,0.045910593082671,0.00732550014471517,0.0610562705668226,0.000628457516046696
"5",-0.0247250370546503,-0.0354744121192833,-0.0178833468434776,0.0135480503293528,-0.0376563674846528,0.0176219478398224,0.00185872491642796,0.00615685981659878,-0.0300061960273695,-0.0373260105375328,0.0169159548172186,0.000687568345820262,0.00850200770661733,-0.0353781911546312,0.0226733230190249,-0.0181187057171381,0.0341101427691515,-0.0316837538069761,0.00534530324102746,0.0208953573755322,-0.0313319843459052,0.00424374433565874,0.00271485269689389,0.0170135823135366,0.0291013271183563,-0.0502957722697478,-0.0107463611813331,0.0130835320835292,0.00104595355231974,0.000652861767427463,-0.0194069215699253,0.00270553401368534,0.0378674146001928,-0.0161692625791252,-0.0234557791960945,-0.0282107903550645,-0.0516012086070445,0.0136849370120762,-0.00693507889025789,0.0115600739832236,-0.0241471391861413,0.0102902143285864,0.000405068666414012,-0.0397022440505942,0.00581118035218354,-0.00565258830340698,0.0109851689476779,-0.0257124661408534,-0.0447941644435534,-0.0404069032958942,0.00758630080286899,-0.0165565885844723,-0.00364828201615312,0.0128733227990096,0.00184115437883528,-0.036030268665988,-0.00497719330952722,-0.00762230732228665,0.0115572881198674,-0.01348956130991,-0.0429467221940864,0.0137841040006026,0.0109046437646248,-0.0563863926275915,-0.00532303558068353,0.00674800006026412,0.0174103258656685,0.0195315940891701,0.0082982582832864,0.0235434736451891,0.016670388233517,0.0118018555298059,0.0400032098549787,-0.0116184373497148,0.00669591536016044,0.0397464133554649,-0.0178132792558291,-0.0100482145499719,-0.0127255615802367,0.0563898622010417,0.0162945887140663,0.0102313895447003,-0.00619216204756021,0.0251702834818602,-0.0196229273415748,0.0394569398811506,0.0101101534872741,0.0203737172240518,-0.02415697178414,-0.00866602575904619,0.0151246231108045,-0.0206968059457418,0.00530972295518772,0.0168166071349358,0.0237447879974643,-0.00591147953981115,-0.0418314522901642,-0.0315869984414018,-0.0154530310484068,-0.0539682062868413
"6",-0.0309994697132416,-0.0131643519656505,-0.00104648207946901,-0.0430136534219752,-0.00640032988220816,0.0110800533624433,0.0288603559109971,-0.00275673407669943,0.0419036001276336,-0.0046371428632848,-0.00140660278026326,0.0150471299739729,0.0227397529716303,0.0440899471903513,-0.00405725698062404,-0.0286126676926285,0.00295810332914378,0.00420103651998075,0.00839113196468367,-0.000126794498790304,0.0284391877962523,-0.0266289334272479,0.056622073917231,0.00266034730849047,0.00914552736938819,-0.00136736523481081,-0.00238315912177752,-0.00158328091773642,0.0113852610389239,0.0162600403501363,-0.00211630749399952,-0.041129725737522,0.0142828821758609,-0.0631346460315824,0.00225872256855659,-0.0159618990577922,-0.000512611843470406,0.00242201630035183,0.00220943898894136,-0.000355997657947976,0.000281558967198661,-0.020847504516202,0.0220480007415755,-0.0379184864860719,0.0331400688230971,0.0144912350755672,-0.0547689265854345,-0.0106907342469555,-0.00676065379493589,-0.00202765749068411,0.00180060852786494,0.000479382748257385,-0.0161481607396572,-0.00464702135297014,-0.0349481910596501,-0.00984622523459509,-0.0291258298089048,0.0259128990216476,-0.0513807068392882,-0.0116804312440865,-0.00450402495838681,-0.040092279974738,0.019815328396864,-0.0039597454668364,0.00689382939662714,0.00559012387495263,-0.00130842904945152,-0.00305020258297837,-0.0107188019455585,0.0277258322210251,0.00778000504360836,-0.0462218424790848,-0.0181389879151447,0.0476452346170748,-0.00913312712860375,-0.0454476992275036,-0.0139495408876553,0.0189035889094422,-0.0145258941218545,0.00741592148021449,-0.00557290134016909,-0.00138647063496483,0.00214232862740898,-0.00715592052554242,0.0017095917780729,-0.0196513067698134,0.00668123711726441,0.0247434862817113,0.0378547814344172,0.0411549532330234,0.0463443924543309,0.00984302684070342,-0.0479603888835268,-0.0108958051213584,0.0299623225850085,0.0114867118731691,0.0207783568635432,0.019539826400447,-0.00552848699831132,-0.00564289793020539
"7",-0.0209984717775301,0.0345770566770974,0.0170923790189398,0.0274644334395766,-0.0373563085316441,0.0165606009975088,0.0167630428653055,-0.0131277041005474,-0.00110624670410913,0.0370629377495805,-0.0166885044774317,-0.00712637529485897,-0.01217243645969,0.0258629553729025,-0.0134880569532688,-0.0336124561275886,0.0338790074989138,-0.0313937461739496,0.00586385820847682,0.0263779765510318,-0.0279450063600494,-0.00833601169073387,-0.0303380366640239,-0.0290268093498802,-0.0179398860393472,0.0500337032435225,0.0108027701327219,-0.0156059517548861,-0.000168890933449659,-0.000955146578279803,0.00453902226680052,-0.0236227173544421,-0.010565577335996,0.00546323734312939,0.00222554017451597,-0.0287068251566013,-0.0517061387277198,0.0133802550239186,-0.00602192432524052,0.0108928352737826,-0.0174654715692913,0.0115514015511706,0.00264061578774667,-0.0348809384780777,-0.00742871110735388,0.0428369445611013,-0.00906711316981922,0.0321751885573116,0.0439006584441215,0.0400273698820099,-0.00706207373931029,0.0160578396591038,0.000318857828831168,-0.0100250160496748,0.00200551838188879,0.0478953654469359,0.00353801331714528,0.00114109136663085,0.0346153585872331,-0.0148607735346271,-0.0177639752600267,-0.00152341244388863,0.00423568870223879,-0.0556032920252909,-0.00506900932777662,0.00736795528110351,0.0158219627038727,0.0192713750729499,0.0121324028273993,0.029443143182391,0.0201966618535021,0.0143061924975834,0.00652727643767064,0.00128125347386426,0.0132443668794428,0.0118722575821948,-0.00507019790015703,0.0334153368424575,0.0183492294828257,-0.0557341690777419,-0.0159832870199634,-0.0102694812621254,0.00354173591426272,-0.0252244109728146,0.0195692812451967,-0.0391096603687052,-0.0102115351539315,-0.019813847164157,0.00697873349450643,0.00476482175728715,-0.00630701656729607,0.0465156179998586,-0.0228481607939963,-0.00585113739038133,0.0473400040102932,-0.0165642495797122,-0.0356353561195248,-0.0281416897047583,-0.015384562039753,-0.0534452321658051
"8",-0.0120974865684678,-0.023247025510084,0.00441866655440448,0.0285193475538583,0.0107345325436306,0.0218376324321466,-0.0384896736915011,-0.00964355044460988,0.0421355905732128,-0.0064704319856644,-0.0150632282575387,0.0225884672422986,-0.0329249136913919,0.0384195242203942,0.0149613800423244,0.0416601480253423,-0.0032137070229626,0.0140136227951384,-0.0258464675157635,0.0116314651431811,-0.0273092844066514,-0.0373045099828132,-0.0233180175735607,0.014151868114323,0.0262778377390291,0.00322006096423343,-0.00261547582007394,0.0345481369457264,-0.0177959328481159,0.0287589839377155,-0.0106079223527469,-0.0223794773934488,0.0276703421125412,0.0199930906334321,0.00467241830845797,0.000471611794679174,-0.0164016906983352,0.00260701916998277,0.0292979110167543,-0.00206340184432226,-0.037860732823863,-0.024094578491396,-0.030332126386041,0.0146872397825523,0.00369487353147418,-0.00425531638601377,-0.0336727172269036,-0.00908909969619034,-0.0285576869034828,-0.00589118364405541,-0.0248290610288385,-0.00237133076594457,-0.0330207349867623,0.0157679848564886,-0.0164797834170484,0.0271586598027291,0.0287345035828128,0.0303010063397322,0.0120857703419728,0.0142171165396179,-0.00862293538226308,0.0379772744203385,-0.032072675213107,-0.00991774777000388,0.0118944306665404,-0.00449712891621977,-2.80210465647477e-05,0.0372000999987494,-0.0270259408464925,-0.0376513164370076,-0.0199281820553196,0.0275253136158991,-0.00110762129642797,0.00821499551508671,0.0378700282508682,-0.0379861123690709,-0.0111230499228709,-0.0125209047456244,-0.0392437727025252,0.00618611530427955,-0.0431272358292944,-0.0330331326274213,0.0114483870605533,-0.010909148348265,-0.0254440796753284,-0.0359745519791448,0.00848203451860961,-0.0142873176633332,0.035857369435428,0.0266348091421274,0.008927053849899,0.00800075408571461,-0.0106706523416467,0.028764104581997,-0.0568980563218986,-0.00837763450051406,0.00691404610603709,0.0306605692750454,-0.00356100433039737,0.00256126215140248
"9",-0.025221421708207,-0.030722023354203,0.0262367600028377,0.00842669223080486,0.0375173962795813,0.00781994063122424,0.0186371672601893,0.00378552125701538,-0.0266735518888591,0.0442494775201322,-0.00586737384904277,-0.0251796256905279,0.00059119184754137,-0.0163943984073788,-0.0318285276708241,-1.28823585568126e-05,-0.0398111405903775,-0.0287469962472885,-0.0147589531290459,-0.014619172312395,0.0168421480427576,-0.0123130267180657,-0.0232469253811262,0.0111100051221254,0.0271511722687726,-0.0432944384186847,0.0214417077335547,-0.00595571796595733,-0.0213198968181674,0.00274587663276932,0.0159257875098332,-0.0382764976689052,-0.00889132913231426,-0.00853804732123313,0.0322960049011532,0.0107401170464681,-0.0532986208076507,0.0243195019875987,-0.00972669422684972,-0.0109265921221049,0.0104296534700015,-0.0304713820721545,0.0203954499143943,0.00620784746282356,0.00615797826907182,0.0274141342467729,-0.000905975772241442,-0.0281254015722466,-0.0571385131965553,0.0264099521032984,0.000138334682825903,0.0193481191873639,-0.00819147432505463,0.00128839674475029,-0.00836954873011777,-0.00730313813856796,-0.0242524751684847,0.00227101746835719,0.0345063831581903,0.0155064627253436,0.0305458672068374,0.00628638026477603,-0.031561964891755,0.0316865696466891,0.044740420413141,0.00797301145775987,-0.0254618022130926,-0.00796451092421817,-0.00960505615266213,0.0308856577670092,0.0190513431059135,-0.00078012433592586,-0.0221122118172494,-0.0353156086734334,-0.00763139881236123,0.0217073945498542,0.0013639702177282,0.0158466701862332,0.00650558400377981,-0.0699713725163093,0.0126975421799018,0.00276872645057534,-0.0226128844704928,-0.00418609170104519,-0.016811670358126,0.0351816365755245,-0.0114800590350779,0.000122218157681932,-0.0110338294013402,-0.0191136083772442,0.0102392333533867,0.0170237387475262,0.0214357319250044,0.0164884941869127,0.0217235355856404,0.0180598042722471,0.0513135478442309,0.00661263957846755,0.0614440908296122,0.000248272951579569
"10",-0.0278956797317642,0.00947903675479795,0.0356540698634958,-0.0145009083913361,-0.00978461063970516,-0.0309362547392703,-0.0159013417915136,0.035454622990237,-0.00553558586461846,-0.026906812979953,-0.00508548942608202,0.0170226214775403,-0.0461145599205272,-0.0168727320990966,0.00431075598319235,0.0171425003557149,-0.00844115499547368,0.0193648943441294,0.0374547884343184,0.0328586274430581,0.0208318424315914,0.022359880383789,-0.00926170233580126,0.0154466476462432,-0.0180062063518261,-0.00343666085997484,0.0210839799024329,-0.0441745707222408,0.00767458267033753,0.0359073325328352,0.0325539590581911,-0.0143496915550454,-0.00326537015975913,-0.0142920234593808,-0.0222575835408815,0.000419405464507869,-0.0320835104411932,0.00909449639039747,0.00889694977856548,-0.0307998615477683,-0.0505536426079342,-0.0177335896723908,0.0233513031386198,0.00218763280929238,0.00015614836760658,-0.00263632146289054,-0.0318146722491394,0.0173462317411603,0.000686212663588374,0.0380335052392641,-0.0255133742185036,-0.0238881530645741,0.0443256995186879,0.012164797539972,0.00683188176945981,-0.0308285164341436,-0.0125786374577997,0.00410770833709487,0.00824678410630834,0.030592141805085,-0.00404707087033488,-0.0312781698037257,0.00717704740924601,0.00699258962460432,-0.0364093813859111,0.0129792674663842,0.021430692467948,-0.0481352135520157,-0.0151838093939232,-0.041447003928322,0.0139163134045633,0.0148017228109728,0.00116473559884552,-0.0235688667794122,-0.000529660266352277,0.0140497841995727,0.032525934091086,0.00141450436522939,-0.0156049790241881,0.0405114399840912,-0.0346280898616839,-0.050992630232202,0.00670638321568551,-0.0182976791084842,0.00134516220433775,-0.000855356174669511,0.0311878190614814,-0.000760125641454292,-0.0209613211528492,-0.00363814288386822,0.00764333092541815,-0.00697015921129267,0.0435641492728437,0.0164773685857371,-0.00998773686169584,-0.0182739801424516,-0.00884914149674008,0.0183925824260857,-0.00796842721553902,0.032793996379572
